# TYPE apiserver_request_total untyped
container_fs_writes_bytes_total{container="test-container",device="/dev/nvme0n1",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6/86a84e64dded58918633fc9d1dd89a3f769d25143dd2da4273516d013df5862a",image="sha256:8423d5a81606084300d223d734589c7264ca789ff6908875cf62178ead6a6154",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_swi-opentelemetry-collector_swi-k8s-otel-collector-swo-k8s-collector-metrics-cf8f6886bwt88g_prometheus-system_bafeef2c-1292-4a5e-a92c-d709480b04b6_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 31744 1675856675021
container_fs_writes_bytes_total{device="/dev/nvme0n1",endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.864121856e+09 1675856675021
container_fs_writes_bytes_total{device="/dev/nvme0n1",endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.811904e+06 1675856675021
container_fs_writes_bytes_total{device="/dev/nvme0n1",endpoint="https-metrics",id="/kubepods",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.811904e+06 1675856675021
container_fs_writes_bytes_total{device="/dev/nvme0n1",endpoint="https-metrics",id="/kubepods/burstable",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_fs_writes_bytes_total{device="/dev/nvme0n1",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 31744 1675856675021
container_fs_writes_bytes_total{device="/dev/nvme1n1",endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.097152e+06 1675856675021
container_fs_writes_bytes_total{device="/dev/nvme1n1",endpoint="https-metrics",id="/kubepods",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.097152e+06 1675856675021
container_fs_writes_bytes_total{device="/dev/nvme1n1",endpoint="https-metrics",id="/kubepods/burstable",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 3.56609093632e+11 1675856675021
# TYPE container_fs_writes_total untyped
container_fs_writes_total{container="POD",device="/dev/nvme0n1",endpoint="https-metrics",id="/kubepods/besteffort/pod04e653e5-df58-4efc-8c6f-fda6b49e703c/d049e7cf6ec649838a9141f60c7d7b295427de1840259813ee93dd71e0f6e9dc",image="602401143452.dkr.ecr.us-east-1.amazonaws.com/eks/pause:3.5",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_POD_kube-prometheus-prometheus-node-exporter-2lklw_prometheus-system_04e653e5-df58-4efc-8c6f-fda6b49e703c_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_fs_writes_total{container="POD",device="/dev/nvme0n1p1",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6/121a2911dff1a09adbd176ab96f6a35a1524c2d4d6c0d9305b8ccdc05c226617",image="602401143452.dkr.ecr.us-east-1.amazonaws.com/eks/pause:3.5",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_POD_swi-k8s-otel-collector-swo-k8s-collector-metrics-cf8f6886bwt88g_prometheus-system_bafeef2c-1292-4a5e-a92c-d709480b04b6_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_fs_writes_total{container="test-container",device="/dev/nvme0n1p1",endpoint="https-metrics",id="/kubepods/burstable/pod03d2b55c-b225-476b-9178-c74f8e5eaba2/b569246357457b8e4212a8e1a655442561648908c07e6343be2df710f0b4b067",image="915014598477.dkr.ecr.us-east-1.amazonaws.com/external/docker.io/temporalio/admin-tools@sha256:69e9f218ec37d8ef0ed793e2cc1a73dedbb62f545c9e1b858afffedba36fdd66",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_admin-tools_temporal-admintools-9f5d799c8-7t7jv_temporal-system_03d2b55c-b225-476b-9178-c74f8e5eaba2_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_fs_writes_total{device="/sys/fs/cgroup",endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_fs_writes_total{device="/sys/fs/cgroup",endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_fs_writes_total{container="test-container",device="/dev/nvme0n1",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6/86a84e64dded58918633fc9d1dd89a3f769d25143dd2da4273516d013df5862a",image="sha256:8423d5a81606084300d223d734589c7264ca789ff6908875cf62178ead6a6154",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_swi-opentelemetry-collector_swi-k8s-otel-collector-swo-k8s-collector-metrics-cf8f6886bwt88g_prometheus-system_bafeef2c-1292-4a5e-a92c-d709480b04b6_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2 1675856675021
container_fs_writes_total{container="test-container",device="/dev/nvme0n1p1",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6/86a84e64dded58918633fc9d1dd89a3f769d25143dd2da4273516d013df5862a",image="sha256:8423d5a81606084300d223d734589c7264ca789ff6908875cf62178ead6a6154",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_swi-opentelemetry-collector_swi-k8s-otel-collector-swo-k8s-collector-metrics-cf8f6886bwt88g_prometheus-system_bafeef2c-1292-4a5e-a92c-d709480b04b6_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_fs_writes_total{device="/dev/nvme0n1",endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 15 1675856675021
container_fs_writes_total{device="/dev/nvme0n1",endpoint="https-metrics",id="/kubepods",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 15 1675856675021
container_fs_writes_total{device="/dev/nvme0n1",endpoint="https-metrics",id="/kubepods/burstable",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_fs_writes_total{device="/dev/nvme0n1",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2 1675856675021
container_fs_writes_total{device="/dev/nvme0n1p1",endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_fs_writes_total{device="/dev/nvme1n1",endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 8 1675856675021
container_fs_writes_total{device="/dev/nvme1n1",endpoint="https-metrics",id="/kubepods",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 8 1675856675021
container_fs_writes_total{device="/dev/nvme1n1",endpoint="https-metrics",id="/kubepods/burstable",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 7.8774688e+07 1675856675021
container_fs_writes_total{device="/dev/shm",endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_fs_writes_total{device="/run",endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
# TYPE container_memory_working_set_bytes untyped
container_memory_working_set_bytes{container="test-container",endpoint="https-metrics",id="/kubepods/burstable/podda98d120-3439-4c96-a0ff-a67749a268b5/162dda5dbbea3eb335679b99848024f3e6ce6766709f8724b2128c4c11824d5b",image="915014598477.dkr.ecr.us-east-1.amazonaws.com/external/docker.io/temporalio/server@sha256:1ecfc4b2cb425b93c1f74ab7288ac190982f039ac65789da3a97377bed706348",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_temporal-worker_temporal-worker-5f8c4f4b56-w58zb_temporal-system_da98d120-3439-4c96-a0ff-a67749a268b5_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 4.2266624e+07 1675856675021
container_memory_working_set_bytes{container="POD",endpoint="https-metrics",id="/kubepods/besteffort/pod028b1e5b-b68d-4628-9b47-8e25fb86763d/47949765ef7af4ef2f09a80d054b1ab3979faf62894eec64b7fea76ab90234ff",image="602401143452.dkr.ecr.us-east-1.amazonaws.com/eks/pause:3.5",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_POD_spire-agent-n2s6b_spire-system_028b1e5b-b68d-4628-9b47-8e25fb86763d_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 905216 1675856675021
container_memory_working_set_bytes{container="POD",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6/121a2911dff1a09adbd176ab96f6a35a1524c2d4d6c0d9305b8ccdc05c226617",image="602401143452.dkr.ecr.us-east-1.amazonaws.com/eks/pause:3.5",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_POD_swi-k8s-otel-collector-swo-k8s-collector-metrics-cf8f6886bwt88g_prometheus-system_bafeef2c-1292-4a5e-a92c-d709480b04b6_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.404928e+06 1675856675021
container_memory_working_set_bytes{container="test-container",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6/86a84e64dded58918633fc9d1dd89a3f769d25143dd2da4273516d013df5862a",image="sha256:8423d5a81606084300d223d734589c7264ca789ff6908875cf62178ead6a6154",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_swi-opentelemetry-collector_swi-k8s-otel-collector-swo-k8s-collector-metrics-cf8f6886bwt88g_prometheus-system_bafeef2c-1292-4a5e-a92c-d709480b04b6_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.036076544e+09 1675856675021
container_memory_working_set_bytes{endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.8739519488e+10 1675856675021
container_memory_working_set_bytes{endpoint="https-metrics",id="/",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.3541440512e+10 1675856675021
container_memory_working_set_bytes{endpoint="https-metrics",id="/kubepods",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.6759918592e+10 1675856675021
container_memory_working_set_bytes{endpoint="https-metrics",id="/kubepods/burstable",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.6153878528e+10 1675856675021
container_memory_working_set_bytes{endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6",instance="test-node",job="test-job",metrics_path="/metrics/cadvisor",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.037620736e+09 1675856675021
# TYPE container_network_receive_bytes_total untyped
container_network_receive_bytes_total{container="POD",endpoint="https-metrics",id="/kubepods/besteffort/pod54617675-6e0a-404a-a08b-efb886616fe8/fbe7a86fb24e843184deee3bf6a1b24f5ea6c2b7713e91a56e021017664b41db",image="602401143452.dkr.ecr.us-east-1.amazonaws.com/eks/pause:3.5",instance="test-node",interface="calic56f4222591",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_POD_efs-csi-node-4zcfs_kube-system_54617675-6e0a-404a-a08b-efb886616fe8_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 9.6456018e+07 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="vxlan.calico",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.3594101086832e+13 1675856675021
container_network_receive_bytes_total{container="POD",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6/121a2911dff1a09adbd176ab96f6a35a1524c2d4d6c0d9305b8ccdc05c226617",image="602401143452.dkr.ecr.us-east-1.amazonaws.com/eks/pause:3.5",instance="test-node",interface="eth0",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_POD_swi-k8s-otel-collector-swo-k8s-collector-metrics-cf8f6886bwt88g_prometheus-system_bafeef2c-1292-4a5e-a92c-d709480b04b6_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 6.898245374e+09 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali0035f231b93",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.678093498e+09 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali056a0a3114e",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.18864324e+08 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali0df62536d8f",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.101170261e+09 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali2300301bc20",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 3.76207215e+08 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali243924ff4b2",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 5.1255391223e+10 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali281175aa891",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.180845233e+09 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali29c2d23802e",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.224978156e+09 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali2b9ddbfd378",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 8.1530276e+07 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali416e00d610d",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 6672 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali4b78e024ced",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 9.46718321e+08 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali73d4af2848a",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 5.3617378e+07 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali7e4dd07aa5b",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.3829127252e+10 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali9bb2cf0a5c6",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 3.3392685e+07 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="caliaf152997915",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.361402689e+09 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="calib12968ff7c0",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 7.2777434e+07 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="caliba9e205ae04",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.590628081e+09 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="calic866e87a35a",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.90732556856e+11 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="calid5f9b1a32a4",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 7.3271658e+07 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="calidc6950d8106",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.860427714e+09 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="calie7121bd0580",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 4.599925887e+09 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="caliea5c8bfd9ff",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 5.47109782e+08 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="califc7fa9bbe1d",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.580364248e+09 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="eth0",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 9.959410860474e+12 1675856675021
container_network_receive_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="vxlan.calico",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 3.052389234796e+12 1675856675021
# TYPE container_network_receive_packets_dropped_total untyped
container_network_receive_packets_dropped_total{container="POD",endpoint="https-metrics",id="/kubepods/besteffort/pod01d2cbd4-e062-448e-a0f8-f489a5748a77/cf087a2253d87f9d8a01ac73e18046f79b16dc171aaf5a40fdf5764eb30e5ce3",image="602401143452.dkr.ecr.us-east-1.amazonaws.com/eks/pause:3.5",instance="test-node",interface="cali08c19b46304",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_POD_efs-csi-node-smkh6_kube-system_01d2cbd4-e062-448e-a0f8-f489a5748a77_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_receive_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="eth0",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_receive_packets_dropped_total{container="POD",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6/121a2911dff1a09adbd176ab96f6a35a1524c2d4d6c0d9305b8ccdc05c226617",image="602401143452.dkr.ecr.us-east-1.amazonaws.com/eks/pause:3.5",instance="test-node",interface="eth0",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_POD_swi-k8s-otel-collector-swo-k8s-collector-metrics-cf8f6886bwt88g_prometheus-system_bafeef2c-1292-4a5e-a92c-d709480b04b6_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
